Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
25,200,94,M,1896,Summer,Roma,Ice Hockey,Thanks,1,1
31,186,90,M,2012,Summer,Roma,Ice Hockey,Thanks,1,1
27,176,69,M,2016,Summer,Rio de Janeiro,Rowing,Thanks,1,1
22,182,75,M,2008,Summer,Atlanta,Athletics,Thanks,1,1
34,173,73,M,1988,Summer,Helsinki,Athletics,Thanks,1,1
26,183,77,M,2016,Winter,Moskva,Ice Hockey,Thanks,1,1
39,198,97,M,1992,Summer,Lake Placid,Athletics,Thanks,1,2
30,191,83,M,1936,Summer,London,Swimming,Thanks,1,2
36,177,72,M,1992,Summer,Amsterdam,Athletics,Thanks,1,1
24,145,31,F,1972,Summer,London,Athletics,Thanks,1,3
25,157,41,M,2014,Summer,Barcelona,Cycling,Thanks,1,1
25,193,88,M,2000,Summer,Roma,Sailing,Thanks,1,1
40,191,91,M,2012,Summer,Helsinki,Athletics,Thanks,1,2
28,175,71,M,2002,Summer,Seoul,Swimming,Thanks,1,2
34,172,73,M,2008,Summer,Seoul,Boxing,Thanks,1,1
32,167,68,M,1936,Summer,Moskva,Canoeing,Thanks,1,2
27,178,71,F,2016,Summer,Rio de Janeiro,Basketball,Thanks,1,2
24,178,60,M,1984,Summer,Los Angeles,Swimming,Thanks,1,2
25,173,81,M,1980,Summer,Munich,Wrestling,Thanks,1,4
28,179,75,M,2004,Summer,Beijing,Water Polo,Thanks,1,2
29,155,52,M,1972,Summer,Athina,Athletics,Thanks,1,2
24,176,69,M,1988,Summer,Nagano,Athletics,Thanks,1,2
30,169,61,M,2012,Summer,Atlanta,Athletics,Thanks,1,1
24,182,71,F,1996,Summer,Sydney,Basketball,Thanks,1,1
27,166,57,M,1984,Summer,London,Fencing,Thanks,1,1
25,192,107,M,2000,Summer,Athina,Cycling,Thanks,1,1
16,182,72,M,2014,Summer,Albertville,Bobsleigh,Thanks,1,1
22,167,62,F,1988,Summer,London,Cycling,Thanks,1,1
23,172,66,M,1996,Summer,Atlanta,Gymnastics,Thanks,1,1
24,173,71,F,2016,Winter,Atlanta,Canoeing,Thanks,1,2
32,169,65,M,1992,Summer,Chamonix,Athletics,Thanks,1,2
23,191,103,M,2000,Summer,Atlanta,Swimming,Thanks,1,1
31,177,79,M,2008,Summer,London,Boxing,Thanks,1,1
28,192,99,M,2016,Summer,Helsinki,Shooting,Thanks,1,1
41,184,87,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
26,162,63,F,1988,Summer,Athina,Football,Thanks,1,1
33,188,79,M,1936,Summer,Los Angeles,Football,Thanks,1,1
23,168,58,F,1988,Summer,Oslo,Athletics,Thanks,1,1
23,176,82,M,2008,Summer,Mexico City,Shooting,Thanks,1,1
23,193,94,M,2000,Summer,Paris,Bobsleigh,Thanks,1,1
18,185,72,F,1936,Summer,Mexico City,Sailing,Bronze,1,1
28,183,92,M,1992,Summer,Moskva,Judo,Thanks,1,1
32,184,93,M,1952,Summer,Mexico City,Shooting,Thanks,1,1
30,190,97,M,1992,Summer,Los Angeles,Archery,Thanks,1,1
23,179,77,M,1996,Summer,Atlanta,Biathlon,Thanks,1,1
35,192,116,M,1980,Summer,Mexico City,Shooting,Thanks,1,1
22,167,72,M,2008,Summer,Athina,Wrestling,Thanks,1,2
29,186,90,M,2008,Summer,Moskva,Shooting,Thanks,1,1
34,184,87,M,2008,Summer,Barcelona,Hockey,Thanks,1,1
21,185,86,M,2000,Summer,Squaw Valley,Sailing,Thanks,1,1
21,191,80,M,1992,Summer,Roma,Athletics,Thanks,1,2
26,175,62,M,1936,Summer,Barcelona,Athletics,Thanks,1,2
27,156,46,M,1936,Summer,Lake Placid,Swimming,Thanks,1,2
23,183,80,F,1936,Summer,Munich,Swimming,Thanks,1,2
31,185,85,F,2012,Summer,Rio de Janeiro,Lacrosse,Thanks,1,1
24,191,94,M,2014,Summer,Moskva,Archery,Thanks,1,1
24,188,102,M,1972,Summer,Munich,Football,Thanks,1,1
21,173,70,M,1984,Summer,Roma,Athletics,Thanks,1,1
28,181,74,M,1964,Summer,Barcelona,Sailing,Thanks,1,2
20,181,76,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,176,70,M,1988,Summer,Tokyo,Football,Thanks,1,1
28,169,61,M,1928,Summer,Amsterdam,Athletics,Thanks,1,2
33,196,104,M,1996,Summer,Rio de Janeiro,Shooting,Thanks,1,1
25,183,80,M,2000,Summer,London,Athletics,Thanks,1,1
30,153,35,F,1988,Summer,Los Angeles,Athletics,Thanks,1,1
22,175,79,M,1996,Summer,Atlanta,Archery,Thanks,1,1
30,169,77,M,1992,Summer,Barcelona,Shooting,Thanks,1,1
28,184,77,M,2016,Summer,London,Shooting,Thanks,1,1
18,183,90,M,2000,Summer,Sydney,Boxing,Thanks,1,1
30,186,94,M,2000,Summer,Atlanta,Shooting,Thanks,1,1
40,164,53,F,1936,Summer,London,Athletics,Thanks,1,1
31,167,74,M,2016,Summer,Atlanta,Shooting,Thanks,1,1
28,180,84,M,1992,Summer,London,Water Polo,Thanks,1,1
27,172,63,F,2016,Summer,Barcelona,Sailing,Thanks,1,2
34,173,71,M,1988,Summer,Los Angeles,Athletics,Thanks,1,1
26,190,86,M,2012,Summer,London,Athletics,Thanks,1,1
19,189,98,M,2000,Winter,Moskva,Weightlifting,Thanks,1,1
36,176,88,M,1980,Summer,Munich,Shooting,Thanks,1,1
28,166,58,M,2004,Summer,Athina,Boxing,Thanks,1,1
24,166,49,M,1988,Summer,London,Gymnastics,Thanks,1,1
26,180,76,M,1996,Summer,Atlanta,Basketball,Thanks,1,1
20,170,65,M,2008,Summer,Tokyo,Athletics,Thanks,1,1
30,176,72,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
25,195,101,M,2000,Summer,Mexico City,Tug-Of-War,Thanks,1,1
23,169,56,M,1988,Summer,Tokyo,Athletics,Thanks,1,2
37,169,66,M,1988,Summer,London,Athletics,Thanks,1,1
37,176,73,M,1988,Summer,Seoul,Boxing,Thanks,1,1
25,164,67,M,2008,Summer,Mexico City,Shooting,Thanks,1,1
19,183,88,M,2004,Summer,Mexico City,Bobsleigh,Thanks,1,1
30,174,69,M,1964,Summer,Barcelona,Sailing,Thanks,1,2
28,197,101,M,2000,Summer,Paris,Cross Country Skiing,Thanks,1,1
26,173,79,F,1992,Summer,Stockholm,Handball,Thanks,1,2
23,184,74,M,2014,Summer,Munich,Water Polo,Thanks,1,3
21,160,65,M,1972,Summer,Athina,Swimming,Thanks,1,2
29,167,67,M,1936,Summer,Mexico City,Athletics,Thanks,1,1
23,192,87,M,1936,Summer,Los Angeles,Modern Pentathlon,Thanks,1,1
21,177,69,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,1
30,173,68,M,1968,Summer,Atlanta,Athletics,Thanks,1,1
22,181,75,M,1896,Summer,Roma,Athletics,Thanks,1,1
25,185,96,M,2000,Summer,Munich,Archery,Thanks,1,1
31,187,95,F,2012,Summer,Munich,Alpine Skiing,Thanks,1,1
28,163,72,M,1976,Summer,Mexico City,Football,Thanks,1,1
26,193,104,M,2010,Summer,Moskva,Handball,Thanks,1,1
31,161,48,M,2004,Summer,Los Angeles,Fencing,Thanks,1,1
36,192,98,M,2010,Summer,Helsinki,Rowing,Thanks,1,1
35,166,66,M,1988,Summer,Moskva,Fencing,Thanks,1,1
23,193,95,M,1996,Summer,Sydney,Rhythmic Gymnastics,Thanks,1,1
30,162,53,F,1988,Summer,Helsinki,Athletics,Thanks,1,1
26,183,92,M,1976,Summer,Amsterdam,Football,Thanks,1,1
25,169,68,M,1906,Summer,Torino,Athletics,Thanks,1,1
21,169,66,M,1976,Summer,Munich,Athletics,Thanks,1,1
23,177,63,M,1968,Winter,Rio de Janeiro,Cross Country Skiing,Thanks,1,1
24,187,71,M,1996,Summer,Barcelona,Athletics,Thanks,1,1
27,184,105,M,1928,Summer,Sydney,Judo,Thanks,1,1
27,171,56,M,1976,Summer,Munich,Athletics,Thanks,1,9
36,170,73,M,2012,Summer,Los Angeles,Football,Thanks,1,1
25,160,58,F,2012,Summer,Helsinki,Athletics,Thanks,1,1
32,169,77,M,1976,Summer,Los Angeles,Wrestling,Thanks,1,3
19,166,54,F,1956,Summer,Mexico City,Athletics,Thanks,1,2
31,165,64,M,2008,Summer,Munich,Swimming,Thanks,1,2
35,177,77,M,1936,Summer,Moskva,Fencing,Thanks,1,2
17,180,71,M,1976,Summer,Sydney,Football,Thanks,1,1
28,179,75,M,1988,Summer,Helsinki,Athletics,Thanks,1,1
26,179,73,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,1
29,175,70,M,1996,Summer,Athina,Athletics,Thanks,1,1
30,170,71,F,1972,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
29,177,88,M,1968,Summer,Mexico City,Fencing,Thanks,1,1
20,164,51,F,1984,Summer,Los Angeles,Athletics,Thanks,1,1
27,170,65,M,1976,Summer,Atlanta,Gymnastics,Thanks,1,1
30,182,87,F,2012,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
23,175,66,F,1996,Summer,Atlanta,Luge,Bronze,1,1
32,166,61,F,2012,Winter,Barcelona,Athletics,Thanks,1,1
24,162,50,F,1948,Summer,London,Athletics,Thanks,1,1
33,198,108,M,1976,Summer,Munich,Football,Thanks,1,1
24,174,68,M,1976,Summer,Mexico City,Football,Thanks,1,1
23,179,62,M,1984,Summer,Atlanta,Athletics,Thanks,1,1
33,176,75,M,1936,Summer,Helsinki,Football,Thanks,1,2
33,178,79,M,1996,Summer,Rio de Janeiro,Football,Thanks,1,1
36,170,66,M,1964,Summer,Beijing,Athletics,Thanks,1,1
32,199,105,M,1996,Winter,Moskva,Wrestling,Thanks,1,1
26,173,81,F,2012,Summer,Munich,Fencing,Thanks,1,1
21,184,93,M,2004,Summer,Sochi,Athletics,Thanks,1,1
34,178,85,M,1984,Summer,Moskva,Equestrianism,Thanks,1,2
19,150,32,F,1976,Summer,Torino,Athletics,Thanks,1,1
28,184,80,M,2004,Summer,Atlanta,Basketball,Thanks,1,2
29,169,67,M,1984,Summer,Moskva,Athletics,Thanks,1,1
26,174,69,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
27,171,68,M,1988,Summer,Los Angeles,Athletics,Thanks,1,1
37,186,84,M,1960,Summer,Atlanta,Athletics,Thanks,1,1
28,181,81,F,1972,Summer,Seoul,Football,Thanks,1,1
18,176,64,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
34,204,111,M,1996,Summer,Atlanta,Nordic Combined,Thanks,1,2
28,180,91,F,2016,Summer,Barcelona,Judo,Thanks,1,1
29,165,61,M,2012,Summer,Mexico City,Athletics,Thanks,1,1
21,174,75,F,1908,Summer,Mexico City,Wrestling,Thanks,1,1
18,181,82,M,1936,Summer,Paris,Canoeing,Thanks,1,2
27,183,87,M,1968,Summer,Sydney,Football,Thanks,1,1
23,184,79,M,1988,Summer,Paris,Athletics,Thanks,1,1
26,177,78,F,2008,Summer,Munich,Athletics,Thanks,1,1
24,182,84,F,1936,Winter,Rio de Janeiro,Canoeing,Thanks,1,2
28,180,93,M,1976,Summer,Paris,Tennis,Thanks,1,2
21,183,81,M,1968,Summer,Melbourne,Athletics,Thanks,1,1
18,178,78,F,2016,Winter,Rio de Janeiro,Swimming,Thanks,1,2
25,158,44,F,1988,Summer,Seoul,Athletics,Thanks,1,4
28,158,56,F,1988,Summer,Seoul,Boxing,Thanks,1,1
26,185,78,M,1976,Summer,Helsinki,Athletics,Thanks,1,3
27,189,83,M,1996,Summer,Los Angeles,Sailing,Thanks,1,2
23,166,52,F,1972,Summer,Sydney,Athletics,Thanks,1,3
23,191,89,M,2016,Summer,Mexico City,Athletics,Thanks,1,1
22,180,81,M,1976,Summer,Sydney,Athletics,Thanks,1,1
18,168,55,M,1976,Summer,Atlanta,Athletics,Thanks,1,2
10,178,61,F,1968,Summer,Mexico City,Athletics,Silver,1,1
35,183,75,M,1976,Summer,Moskva,Athletics,Thanks,1,1
20,187,82,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,1
36,191,120,M,1980,Summer,Munich,Wrestling,Thanks,1,1
33,164,72,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
31,177,86,F,1980,Summer,Athina,Football,Thanks,1,1
31,170,73,F,1948,Summer,Barcelona,Swimming,Thanks,1,2
16,163,56,F,1908,Summer,Beijing,Athletics,Thanks,1,1
24,174,77,F,1976,Summer,Beijing,Athletics,Thanks,1,2
16,194,93,M,1976,Summer,Atlanta,Rhythmic Gymnastics,Thanks,1,1
26,161,58,F,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,2
16,185,78,F,1984,Winter,Stockholm,Athletics,Thanks,1,1
33,180,73,M,1984,Summer,Roma,Athletics,Thanks,1,1
22,182,67,M,1936,Summer,Atlanta,Athletics,Thanks,1,1
22,170,72,F,1968,Summer,Seoul,Fencing,Thanks,1,1
31,199,103,M,1960,Summer,Roma,Rowing,Thanks,1,1
28,189,85,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
28,192,97,M,1952,Summer,Helsinki,Football,Thanks,1,1
28,184,82,F,2012,Summer,Atlanta,Sailing,Thanks,1,1
29,176,79,F,1980,Summer,Rio de Janeiro,Weightlifting,Thanks,1,1
17,173,62,F,1996,Summer,Barcelona,Athletics,Thanks,1,1
25,191,95,M,1996,Summer,Barcelona,Judo,Thanks,1,1
26,183,92,M,1984,Summer,Beijing,Wrestling,Thanks,1,1
29,205,114,M,2010,Summer,Moskva,Football,Thanks,1,1
29,164,61,F,1996,Summer,Atlanta,Football,Thanks,1,1
31,175,66,F,2016,Summer,London,Athletics,Thanks,1,1
31,185,100,M,2000,Summer,Helsinki,Shooting,Thanks,1,1
24,180,83,F,1992,Summer,Barcelona,Athletics,Thanks,1,1
22,158,46,F,1956,Summer,Mexico City,Athletics,Thanks,1,1
25,175,71,M,1988,Summer,Los Angeles,Fencing,Thanks,1,1
32,196,100,M,1996,Summer,Helsinki,Hockey,Thanks,1,2
32,164,55,M,2012,Summer,Berlin,Equestrianism,Thanks,1,1
29,179,76,M,1964,Summer,Barcelona,Athletics,Thanks,1,1
32,161,70,M,1906,Summer,Barcelona,Boxing,Thanks,1,2
28,191,96,F,1932,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,195,99,M,1976,Summer,Atlanta,Athletics,Thanks,1,1
21,181,85,F,1988,Winter,Paris,Hockey,Thanks,1,2
29,174,78,M,1948,Summer,Barcelona,Fencing,Thanks,1,2
23,173,75,M,2004,Summer,Stockholm,Athletics,Thanks,1,1
25,165,70,F,2008,Summer,Sydney,Wrestling,Thanks,1,1
25,182,72,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
30,170,64,M,1984,Summer,Sydney,Diving,Thanks,1,1
17,183,72,F,1996,Summer,Barcelona,Luge,Thanks,1,2
23,169,62,F,1968,Summer,Mexico City,Athletics,Thanks,1,1
26,169,64,F,1956,Summer,Sydney,Athletics,Thanks,1,1
16,163,56,F,2016,Summer,Atlanta,Football,Thanks,1,1
25,167,52,F,1972,Summer,Rio de Janeiro,Athletics,Thanks,1,1
17,180,83,F,2016,Winter,Rio de Janeiro,Canoeing,Thanks,1,1
34,189,91,M,1976,Summer,Barcelona,Athletics,Thanks,1,2
36,163,62,F,1964,Summer,Helsinki,Athletics,Thanks,1,1
25,175,75,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,2
23,176,79,M,1960,Summer,Mexico City,Athletics,Thanks,1,1
27,177,69,M,1988,Summer,Los Angeles,Snowboarding,Thanks,1,1
26,171,77,M,1980,Summer,Rio de Janeiro,Fencing,Thanks,1,1
25,169,50,F,2012,Summer,Helsinki,Athletics,Thanks,1,1
27,180,97,F,1992,Summer,Barcelona,Alpine Skiing,Thanks,1,1
31,172,77,M,1988,Summer,Barcelona,Athletics,Thanks,1,1
25,156,39,M,1996,Summer,Los Angeles,Football,Thanks,1,1
32,200,112,M,2010,Summer,Seoul,Football,Thanks,1,1
21,162,62,F,1972,Summer,Mexico City,Fencing,Thanks,1,1
27,167,65,F,2012,Summer,London,Boxing,Thanks,1,1
30,165,68,M,1988,Summer,London,Boxing,Thanks,1,1
39,166,77,M,1964,Summer,Munich,Wrestling,Thanks,1,2
26,186,87,M,2010,Summer,Rio de Janeiro,Athletics,Thanks,1,1
28,178,85,M,1964,Summer,Helsinki,Boxing,Thanks,1,1
23,180,89,M,2010,Summer,Mexico City,Boxing,Thanks,1,1
29,178,64,M,1998,Summer,Atlanta,Athletics,Thanks,1,1
26,172,57,F,1976,Summer,Rio de Janeiro,Athletics,Thanks,1,1
30,164,64,F,1972,Summer,London,Fencing,Thanks,1,2
27,178,71,M,1976,Summer,Sydney,Fencing,Thanks,1,1
28,188,82,F,1948,Summer,Rio de Janeiro,Football,Thanks,1,1
33,168,83,M,1972,Summer,Munich,Boxing,Thanks,1,1
33,195,109,M,2000,Summer,Moskva,Wrestling,Thanks,1,1
33,198,110,M,1976,Summer,Munich,Canoeing,Thanks,1,1
20,165,67,F,1906,Summer,Torino,Boxing,Thanks,1,1
21,173,64,F,1988,Summer,London,Athletics,Thanks,1,2
29,180,70,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
26,173,72,M,2016,Winter,Rio de Janeiro,Athletics,Thanks,1,1
23,149,28,F,2012,Summer,London,Athletics,Thanks,1,1
24,177,80,F,2016,Summer,Helsinki,Swimming,Thanks,1,1
24,163,67,M,1996,Summer,Atlanta,Diving,Thanks,1,1
20,192,92,M,1992,Summer,Munich,Taekwondo,Thanks,1,1
20,168,45,F,1984,Summer,Rio de Janeiro,Athletics,Thanks,1,6
17,154,42,F,2004,Summer,Athina,Athletics,Thanks,1,2
37,188,98,M,1976,Summer,Helsinki,Shooting,Thanks,1,1
28,167,68,F,1988,Summer,Barcelona,Athletics,Thanks,1,2
32,187,94,M,1928,Summer,Munich,Boxing,Thanks,1,1
25,175,74,M,1988,Summer,Seoul,Boxing,Thanks,1,1
25,192,100,M,2012,Summer,Mexico City,Football,Thanks,1,1
20,169,67,F,1964,Summer,London,Athletics,Thanks,1,1
25,167,71,M,1984,Summer,Atlanta,Tennis,Thanks,1,1
23,174,74,M,1976,Summer,Munich,Gymnastics,Thanks,1,1
29,182,74,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
25,205,116,M,2016,Summer,Moskva,Football,Thanks,1,1
28,176,76,M,1988,Summer,Moskva,Fencing,Thanks,1,1
27,173,81,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
23,176,71,F,2012,Summer,Rio de Janeiro,Football,Thanks,1,1
23,200,105,M,1908,Summer,Innsbruck,Ice Hockey,Bronze,1,1
31,178,93,M,1960,Summer,Seoul,Football,Thanks,1,1
36,175,78,M,2004,Summer,Berlin,Athletics,Thanks,1,3
24,171,62,M,1948,Summer,Atlanta,Athletics,Thanks,1,1
36,213,132,M,1976,Summer,Moskva,Shooting,Thanks,1,1
26,182,87,F,1936,Summer,Athina,Shooting,Thanks,1,1
24,155,58,F,2008,Summer,London,Swimming,Thanks,1,2
31,175,69,M,1998,Summer,Atlanta,Athletics,Thanks,1,1
35,161,50,M,1972,Summer,London,Athletics,Thanks,1,1
18,172,68,F,1988,Summer,Sydney,Basketball,Thanks,1,1
18,184,74,F,1900,Summer,Barcelona,Athletics,Thanks,1,1
30,181,70,M,1976,Summer,Atlanta,Athletics,Thanks,1,1
31,185,80,M,1988,Summer,Moskva,Athletics,Thanks,1,1
29,189,85,M,1968,Summer,Rio de Janeiro,Basketball,Thanks,1,1
24,189,99,M,2010,Summer,Munich,Rhythmic Gymnastics,Thanks,1,2
20,171,52,F,1998,Summer,Rio de Janeiro,Athletics,Thanks,1,1
18,185,76,F,2016,Summer,Beijing,Athletics,Thanks,1,1
34,176,83,M,1988,Summer,Athina,Boxing,Thanks,1,1
30,209,116,M,2012,Summer,Helsinki,Sailing,Thanks,1,1
22,180,77,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,1
22,173,61,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
19,188,92,F,1972,Summer,Munich,Swimming,Thanks,1,2
33,190,95,M,1952,Summer,Lake Placid,Wrestling,Thanks,1,1
27,190,79,F,2016,Summer,Rio de Janeiro,Basketball,Thanks,1,1
30,173,69,M,2000,Summer,Sydney,Shooting,Thanks,1,1
26,164,55,F,2016,Summer,London,Athletics,Thanks,1,2
24,161,46,F,2012,Summer,Athina,Athletics,Thanks,1,2
33,171,76,M,2012,Summer,Berlin,Fencing,Thanks,1,2
18,171,75,F,1998,Summer,Munich,Swimming,Thanks,1,2
32,183,95,M,1948,Summer,Helsinki,Football,Thanks,1,1
29,180,84,M,1972,Summer,Munich,Equestrianism,Thanks,1,2
30,167,62,F,1988,Summer,Rio de Janeiro,Fencing,Thanks,1,1
36,176,72,M,1984,Summer,Moskva,Athletics,Thanks,1,1
28,180,76,M,2010,Summer,Seoul,Athletics,Thanks,1,1
25,190,85,M,1972,Summer,Mexico City,Swimming,Thanks,1,2
28,177,86,M,2016,Summer,Sydney,Shooting,Thanks,1,1
27,166,63,M,1906,Summer,Mexico City,Boxing,Thanks,1,1
30,170,63,F,1988,Summer,London,Athletics,Thanks,1,1
24,183,97,F,1998,Summer,Beijing,Football,Thanks,1,1
9,180,83,F,2016,Winter,Rio de Janeiro,Handball,Thanks,1,2
13,184,78,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
30,166,68,F,1988,Summer,Stockholm,Athletics,Thanks,1,1
21,188,87,M,1976,Summer,Los Angeles,Athletics,Thanks,1,2
22,159,56,F,1968,Summer,Mexico City,Canoeing,Thanks,1,2
30,158,55,F,1948,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,177,79,M,1976,Summer,Munich,Equestrianism,Thanks,1,2
22,174,69,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
18,169,49,F,1968,Summer,Mexico City,Athletics,Thanks,1,1
24,169,49,F,1984,Winter,Los Angeles,Athletics,Thanks,1,1
22,179,75,M,2004,Summer,Montreal,Table Tennis,Thanks,1,1
24,162,50,F,2008,Summer,Munich,Athletics,Thanks,1,3
32,184,69,M,1996,Summer,Salt Lake City,Athletics,Thanks,1,2
20,182,72,M,1932,Summer,Roma,Athletics,Thanks,1,1
28,190,96,M,2004,Summer,Seoul,Football,Thanks,1,1
23,175,81,M,1980,Summer,Grenoble,Ice Hockey,Thanks,1,1
23,168,46,F,1996,Summer,Los Angeles,Athletics,Thanks,1,1
24,178,83,M,1992,Summer,Beijing,Wrestling,Thanks,1,1
24,172,70,M,1992,Summer,Albertville,Football,Thanks,1,1
29,167,57,M,2008,Summer,Sankt Moritz,Athletics,Thanks,1,1
31,181,79,F,1988,Summer,London,Ice Hockey,Thanks,1,1
21,170,67,M,1988,Summer,Montreal,Volleyball,Thanks,1,1
30,197,106,M,1972,Summer,Sankt Moritz,Football,Thanks,1,1
22,162,44,M,2004,Summer,Athina,Athletics,Thanks,1,3
28,194,107,M,2004,Summer,Rio de Janeiro,Football,Thanks,1,2
38,176,70,M,1996,Summer,Berlin,Athletics,Thanks,1,2
27,176,66,M,2000,Summer,Los Angeles,Shooting,Thanks,1,1
36,173,77,M,1980,Summer,Albertville,Figure Skating,Thanks,1,1
16,183,81,M,2000,Summer,London,Judo,Thanks,1,1
18,172,58,M,1920,Summer,Montreal,Athletics,Thanks,1,1
30,175,68,M,1976,Summer,Los Angeles,Athletics,Thanks,1,8
32,158,51,F,1976,Summer,Munich,Athletics,Thanks,1,8
24,156,37,M,1920,Summer,Berlin,Athletics,Thanks,1,1
21,176,65,F,2008,Summer,Beijing,Athletics,Thanks,1,1
29,186,91,M,1924,Summer,Montreal,Figure Skating,Thanks,1,1
25,188,78,M,1988,Summer,Los Angeles,Football,Thanks,1,1
20,178,71,M,2004,Summer,Montreal,Cycling,Thanks,1,1
19,198,79,M,1996,Summer,London,Basketball,Thanks,1,1
37,175,88,M,1980,Summer,Mexico City,Wrestling,Thanks,1,1
22,163,61,M,1968,Summer,Mexico City,Cross Country Skiing,Thanks,1,1
36,177,59,M,1920,Summer,Berlin,Athletics,Thanks,1,1
14,169,59,F,1998,Summer,Rio de Janeiro,Athletics,Thanks,1,1
25,197,94,M,2000,Summer,Beijing,Athletics,Thanks,1,2
29,176,74,M,1920,Summer,Sankt Moritz,Wrestling,Thanks,1,1
31,188,88,M,1996,Summer,Salt Lake City,Athletics,Thanks,1,1
26,189,88,M,1996,Summer,Los Angeles,Volleyball,Thanks,1,1
30,185,81,M,1998,Summer,Mexico City,Hockey,Thanks,1,1
24,177,70,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
24,189,86,M,1932,Summer,Seoul,Football,Thanks,1,1
15,187,72,M,2012,Summer,Rio de Janeiro,Bobsleigh,Thanks,1,1
34,183,76,M,1996,Summer,Atlanta,Water Polo,Thanks,1,1
17,165,54,F,1988,Summer,London,Athletics,Thanks,1,1
24,197,107,M,1972,Summer,Salt Lake City,Tug-Of-War,Thanks,1,2
25,172,64,M,1988,Summer,Seoul,Ice Hockey,Thanks,1,1
26,172,64,F,1996,Summer,Seoul,Figure Skating,Thanks,1,1
22,186,80,F,1928,Summer,Beijing,Ice Hockey,Thanks,1,1
26,176,79,M,1996,Summer,Seoul,Football,Thanks,1,1
32,182,83,M,1988,Summer,Albertville,Rowing,Thanks,1,1
18,168,57,M,1988,Summer,Los Angeles,Equestrianism,Thanks,1,1
23,170,72,F,2004,Summer,Atlanta,Volleyball,Thanks,1,2
33,164,59,M,1932,Summer,Athina,Boxing,Thanks,1,1
29,162,48,F,1920,Summer,Antwerpen,Volleyball,Thanks,1,1
33,196,115,M,1972,Summer,Sankt Moritz,Ice Hockey,Thanks,1,2
25,189,80,M,1996,Summer,Barcelona,Athletics,Thanks,1,1
18,168,55,F,1920,Summer,Amsterdam,Athletics,Thanks,1,1
18,178,73,M,1998,Summer,Rio de Janeiro,Biathlon,Thanks,1,1
35,194,103,M,1980,Summer,Salt Lake City,Fencing,Thanks,1,1
25,180,69,M,1920,Summer,London,Rowing,Thanks,1,1
29,176,70,M,1996,Summer,Atlanta,Ice Hockey,Thanks,1,1
27,181,74,M,1992,Summer,Albertville,Athletics,Thanks,1,1
27,186,84,F,1992,Summer,London,Volleyball,Thanks,1,1
24,180,86,M,2008,Summer,Sydney,Cycling,Thanks,1,1
22,183,78,M,1998,Summer,Berlin,Athletics,Thanks,1,2
35,191,98,M,1992,Summer,Atlanta,Shooting,Thanks,1,1
34,165,47,F,1988,Summer,Tokyo,Athletics,Thanks,1,1
29,177,80,M,1996,Summer,Atlanta,Biathlon,Thanks,1,1
21,161,47,F,1976,Summer,Athina,Athletics,Thanks,1,1
23,180,67,M,1988,Summer,London,Football,Thanks,1,1
34,171,57,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
32,173,73,M,1972,Summer,Los Angeles,Boxing,Thanks,1,2
30,181,76,M,2004,Summer,London,Rowing,Thanks,1,2
23,169,56,F,1988,Summer,Tokyo,Football,Thanks,1,1
22,172,65,F,2008,Summer,Beijing,Football,Thanks,1,2
32,191,94,M,1972,Summer,Oslo,Hockey,Thanks,1,1
33,170,67,M,1920,Summer,Los Angeles,Athletics,Thanks,1,1
19,173,59,M,1992,Summer,London,Bobsleigh,Thanks,1,1
25,175,72,M,2008,Summer,Mexico City,Wrestling,Thanks,1,2
26,184,86,M,2008,Summer,Beijing,Volleyball,Thanks,1,1
27,169,58,F,1984,Summer,Los Angeles,Athletics,Thanks,1,1
33,163,62,M,1956,Summer,Los Angeles,Boxing,Thanks,1,1
32,180,75,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
28,167,79,M,1992,Summer,Los Angeles,Shooting,Thanks,1,3
