age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
39, Self-emp-not-inc, HS-grad,14, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
28, Private, Some-college,13, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
54, Private, Prof-school,10, Married-civ-spouse, Sales, Husband, White, Male, >50K
18, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, <=50K
62, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
51, Private, Prof-school,9, Married-civ-spouse, Sales, Husband, White, Male, >50K
49, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
31, Private, HS-grad,9, Divorced, ?, Not-in-family, White, Male, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
42, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
31, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, <=50K
40, ?, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male, >50K
57, Private, HS-grad,9, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
77, Private, Prof-school,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
43, Private, HS-grad,10, Never-married, Other-service, Not-in-family, White, Female, <=50K
39, ?, Bachelors,13, Never-married, Craft-repair, Unmarried, Black, Male, <=50K
34, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
35, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, <=50K
41, Private, Assoc-acdm,13, Married-civ-spouse, Craft-repair, Husband, Black, Female, >50K
48, Self-emp-not-inc, Assoc-acdm,15, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
82, ?, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Female, >50K
53, Local-gov, HS-grad,11, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
42, Private, 11th,7, Never-married, Adm-clerical, Unmarried, White, Female, <=50K
28, Private, Assoc-acdm,15, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
33, Private, Bachelors,6, Never-married, Sales, Not-in-family, White, Male, <=50K
37, Private, HS-grad,9, Never-married, Sales, Husband, White, Male, <=50K
58, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
15, Private, Bachelors,10, Never-married, Prof-specialty, Not-in-family, Black, Male, <=50K
49, ?, Bachelors,13, Separated, Transport-moving, Not-in-family, White, Male, <=50K
39, Private, Assoc-acdm,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
50, ?, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
23, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male, <=50K
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
32, Private, HS-grad,9, Separated, ?, Husband, White, Male, <=50K
17, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male, >50K
34, Private, Assoc-acdm,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
44, Private, HS-grad,10, Never-married, Farming-fishing, Not-in-family, White, Female, <=50K
67, Private, Some-college,9, Divorced, Craft-repair, Husband, White, Male, <=50K
42, ?, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, <=50K
44, Private, Assoc-voc,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
44, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
43, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, >50K
32, Private, HS-grad,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
24, Private, Bachelors,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
42, Self-emp-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male, >50K
66, Private, Prof-school,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
50, Private, HS-grad,10, Never-married, Other-service, Not-in-family, Black, Female, <=50K
47, Self-emp-not-inc, Bachelors,13, Widowed, Prof-specialty, Husband, White, Male, >50K
28, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Unmarried, White, Female, <=50K
54, ?, HS-grad,6, Never-married, Transport-moving, Not-in-family, White, Female, <=50K
50, Private, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, White, Female, <=50K
34, Private, Bachelors,13, Never-married, Sales, Husband, Black, Male, >50K
24, Private, HS-grad,10, Never-married, Other-service, Not-in-family, White, Female, <=50K
36, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
44, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
60, Private, Bachelors,13, Widowed, Adm-clerical, Husband, White, Female, <=50K
18, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Male, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
49, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, <=50K
28, Private, Assoc-acdm,9, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
42, Private, HS-grad,9, Never-married, Exec-managerial, Husband, White, Male, >50K
45, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
14, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, <=50K
53, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
48, Private, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
58, Private, Prof-school,13, Married-civ-spouse, Other-service, Husband, White, Female, >50K
40, Private, Assoc-acdm,9, Never-married, Other-service, Husband, Black, Male, <=50K
34, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, <=50K
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
20, Private, Bachelors,13, Never-married, Prof-specialty, Husband, White, Male, >50K
41, Private, Bachelors,9, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
59, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
46, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
51, ?, Assoc-voc,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
41, Private, HS-grad,13, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
48, Private, Assoc-acdm,11, Never-married, Protective-serv, Not-in-family, Black, Female, <=50K
39, Private, Bachelors,10, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
11, Private, HS-grad,9, Never-married, ?, Not-in-family, White, Female, <=50K
32, Private, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
47, ?, HS-grad,9, Never-married, Prof-specialty, Husband, White, Female, >50K
25, Private, Masters,9, Never-married, Transport-moving, Unmarried, White, Male, <=50K
20, Private, Bachelors,10, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
53, Private, Some-college,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, >50K
52, Private, Bachelors,13, Separated, Transport-moving, Not-in-family, White, Female, <=50K
47, Self-emp-not-inc, HS-grad,13, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
23, Private, Bachelors,13, Never-married, Exec-managerial, Husband, Black, Male, >50K
41, Federal-gov, HS-grad,13, Never-married, Other-service, Not-in-family, White, Female, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
40, Private, Some-college,10, Never-married, Other-service, Husband, White, Female, <=50K
17, Private, HS-grad,9, Never-married, ?, Not-in-family, White, Male, <=50K
59, Self-emp-not-inc, Assoc-acdm,15, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
44, Self-emp-inc, Bachelors,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
32, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female, <=50K
41, Private, HS-grad,6, Married-civ-spouse, Sales, Not-in-family, White, Female, <=50K
42, Private, Bachelors,9, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
61, Self-emp-inc, Assoc-acdm,11, Married-civ-spouse, Protective-serv, Husband, Black, Male, <=50K
16, Private, Bachelors,13, Never-married, Sales, Husband, Black, Male, >50K
30, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, <=50K
31, Private, Assoc-acdm,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
44, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Female, >50K
35, Private, Bachelors,13, Never-married, ?, Not-in-family, Black, Female, <=50K
44, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
15, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
28, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
9, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
49, ?, Bachelors,13, Married-civ-spouse, ?, Husband, Black, Female, <=50K
51, Self-emp-not-inc, Assoc-acdm,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
41, Private, Assoc-acdm,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
40, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, <=50K
51, Private, Assoc-acdm,15, Widowed, Transport-moving, Husband, Black, Male, <=50K
47, Self-emp-not-inc, HS-grad,9, Divorced, ?, Not-in-family, White, Female, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
25, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, <=50K
31, Private, Bachelors,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male, >50K
46, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, <=50K
33, State-gov, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
27, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
50, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
19, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
32, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
35, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, <=50K
32, ?, Bachelors,13, Never-married, Handlers-cleaners, Husband, Black, Male, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
48, Private, Assoc-acdm,14, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
49, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, <=50K
40, Private, Assoc-acdm,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
51, Private, Assoc-acdm,13, Married-civ-spouse, Other-service, Husband, Black, Male, <=50K
23, Self-emp-not-inc, Some-college,10, Never-married, Sales, Not-in-family, White, Male, <=50K
29, Private, Bachelors,6, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Not-in-family, White, Female, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Female, <=50K
38, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, <=50K
35, ?, Some-college,9, Divorced, ?, Unmarried, White, Male, <=50K
29, Private, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
20, Private, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
20, Private, Assoc-acdm,9, Never-married, Craft-repair, Husband, White, Male, <=50K
34, Private, Assoc-acdm,9, Married-civ-spouse, Sales, Husband, White, Male, >50K
50, Self-emp-inc, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
25, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, <=50K
26, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Not-in-family, White, Female, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
35, ?, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
42, Self-emp-not-inc, Assoc-acdm,13, Widowed, Prof-specialty, Husband, White, Male, <=50K
22, Local-gov, Bachelors,13, Never-married, Craft-repair, Unmarried, Black, Male, <=50K
25, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, Black, Male, <=50K
46, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, <=50K
1, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
34, Private, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Male, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, <=50K
30, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
24, Private, HS-grad,13, Never-married, Other-service, Wife, Black, Female, >50K
47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
38, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
48, Private, HS-grad,13, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
26, Local-gov, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, <=50K
44, Self-emp-not-inc, Some-college,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
67, Private, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
42, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female, <=50K
44, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
18, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, <=50K
25, Private, Some-college,12, Married-civ-spouse, ?, Wife, Black, Male, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female, <=50K
6, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Male, <=50K
40, Private, HS-grad,11, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female, <=50K
41, Private, HS-grad,9, Married-civ-spouse, ?, Husband, White, Female, <=50K
21, Private, Some-college,14, Never-married, Exec-managerial, Own-child, White, Female, >50K
70, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
43, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
37, Local-gov, Some-college,13, Never-married, Sales, Not-in-family, Black, Female, <=50K
25, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, <=50K
12, Private, Some-college,10, Never-married, Exec-managerial, Wife, White, Male, <=50K
37, Private, Some-college,6, Married-civ-spouse, Other-service, Wife, White, Female, <=50K
45, Private, Bachelors,13, Married-civ-spouse, ?, Not-in-family, White, Female, <=50K
34, Private, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male, <=50K
49, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, >50K
36, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female, <=50K
5, Self-emp-inc, 10th,12, Never-married, Craft-repair, Wife, White, Male, <=50K
63, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
45, Self-emp-not-inc, HS-grad,9, Divorced, ?, Other-relative, White, Male, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, Black, Female, <=50K
62, Private, Some-college,10, Married-civ-spouse, ?, Husband, White, Male, <=50K
36, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female, <=50K
70, Without-pay, Some-college,6, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
51, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, <=50K
41, Private, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Female, <=50K
25, Private, Some-college,10, Never-married, Prof-specialty, Husband, White, Male, <=50K
24, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
25, Self-emp-not-inc, HS-grad,8, Married-civ-spouse, ?, Wife, White, Female, <=50K
50, Self-emp-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
33, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, <=50K
37, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male, <=50K
45, Private, Some-college,12, Married-civ-spouse, Other-service, Wife, White, Female, <=50K
25, Private, Some-college,10, Never-married, Sales, Wife, White, Male, <=50K
53, Local-gov, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female, <=50K
61, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
51, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female, <=50K
49, ?, HS-grad,12, Married-civ-spouse, ?, Husband, White, Male, <=50K
57, Local-gov, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female, <=50K
26, Private, Bachelors,10, Never-married, Exec-managerial, Unmarried, Black, Female, <=50K
33, Private, HS-grad,9, Divorced, Other-service, Wife, White, Female, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
23, Private, Bachelors,10, Never-married, Sales, Not-in-family, White, Female, <=50K
30, Federal-gov, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Female, <=50K
50, ?, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, <=50K
45, Private, Some-college,10, Married-civ-spouse, ?, Husband, Black, Male, <=50K
28, Self-emp-not-inc, HS-grad,9, Never-married, Priv-house-serv, Wife, White, Male, <=50K
34, Local-gov, Bachelors,13, Never-married, Craft-repair, Unmarried, Black, Male, <=50K
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
37, Private, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
49, Private, HS-grad,11, Never-married, Adm-clerical, Not-in-family, Black, Female, <=50K
50, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, <=50K
8, Self-emp-inc, Some-college,12, Never-married, Other-service, Wife, White, Male, <=50K
59, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, <=50K
53, Private, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
46, Local-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
31, Private, HS-grad,14, Never-married, Sales, Not-in-family, Black, Female, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
51, Private, HS-grad,6, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, <=50K
44, Private, Some-college,7, Married-civ-spouse, Prof-specialty, Husband, White, Female, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
38, Private, 10th,10, Never-married, Sales, Not-in-family, Black, Female, <=50K
37, Private, Some-college,9, Married-civ-spouse, Sales, Wife, Black, Female, <=50K
54, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male, <=50K
20, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
29, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male, <=50K
55, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, <=50K
24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
45, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Female, <=50K
75, Private, Some-college,10, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
40, ?, Some-college,10, Never-married, ?, Not-in-family, White, Male, <=50K
42, Private, HS-grad,9, Divorced, Machine-op-inspct, Husband, White, Male, <=50K
54, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
54, Local-gov, HS-grad,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, <=50K
53, Self-emp-not-inc, Some-college,13, Never-married, Sales, Not-in-family, White, Female, <=50K
31, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, <=50K
54, Self-emp-not-inc, HS-grad,12, Never-married, Other-service, Not-in-family, White, Male, <=50K
40, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
34, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male, <=50K
50, Private, HS-grad,9, Married-civ-spouse, ?, Unmarried, White, Male, <=50K
35, Private, HS-grad,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
50, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, <=50K
40, Private, HS-grad,9, Divorced, ?, Not-in-family, White, Female, <=50K
30, Local-gov, HS-grad,11, Never-married, Exec-managerial, Unmarried, Black, Female, <=50K
42, Private, HS-grad,10, Divorced, Sales, Unmarried, White, Female, <=50K
47, Self-emp-not-inc, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
49, Private, HS-grad,12, Married-civ-spouse, ?, Husband, White, Male, <=50K
52, Private, HS-grad,9, Divorced, Other-service, Other-relative, White, Male, <=50K
41, Federal-gov, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Black, Male, >50K
38, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female, <=50K
40, Private, HS-grad,9, Separated, ?, Not-in-family, White, Male, <=50K
44, Private, Bachelors,13, Never-married, Sales, Husband, Black, Male, <=50K
33, Self-emp-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
49, Private, HS-grad,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Female, <=50K
66, Private, Some-college,13, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female, <=50K
15, Private, 10th,10, Never-married, Craft-repair, Unmarried, White, Female, <=50K
61, Private, Some-college,10, Divorced, ?, Unmarried, White, Female, <=50K
52, Private, Some-college,6, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, <=50K
53, ?, HS-grad,13, Married-civ-spouse, ?, Husband, White, Male, <=50K
37, Private, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
72, Private, HS-grad,6, Divorced, Machine-op-inspct, Not-in-family, White, Male, <=50K
44, Private, Some-college,12, Married-civ-spouse, Other-service, Wife, White, Male, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
24, Private, Some-college,10, Never-married, Sales, Unmarried, Black, Female, <=50K
35, Private, Some-college,10, Never-married, Sales, Husband, White, Male, <=50K
45, ?, HS-grad,9, Divorced, Sales, Husband, White, Male, <=50K
42, Private, Some-college,6, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
36, Private, HS-grad,14, Divorced, Prof-specialty, Wife, White, Female, <=50K
39, Private, Bachelors,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
39, Local-gov, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
44, Private, Some-college,10, Never-married, Exec-managerial, Husband, Black, Male, <=50K
17, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Male, <=50K
36, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Male, <=50K
37, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
60, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, <=50K
33, Private, HS-grad,12, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, <=50K
74, Private, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
7, Private, Some-college,10, Never-married, Sales, Other-relative, White, Female, <=50K
39, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female, <=50K
43, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Male, <=50K
30, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female, <=50K
21, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male, <=50K
24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
35, Private, HS-grad,9, Divorced, Exec-managerial, Wife, White, Female, <=50K
65, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, >50K
29, Private, HS-grad,9, Divorced, Sales, Other-relative, White, Female, <=50K
41, Private, HS-grad,9, Never-married, ?, Other-relative, White, Male, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
-5, Self-emp-inc, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, >50K
37, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Female, >50K
31, Local-gov, Some-college,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
37, Private, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
70, Private, HS-grad,10, Widowed, Adm-clerical, Not-in-family, Black, Male, <=50K
44, Private, Some-college,5, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
67, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male, <=50K
44, ?, Bachelors,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
24, Private, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Male, >50K
41, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Female, <=50K
56, Private, Masters,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
25, Private, Some-college,14, Never-married, Other-service, Own-child, White, Female, <=50K
31, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
28, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Female, <=50K
55, Federal-gov, HS-grad,11, Married-civ-spouse, Exec-managerial, Own-child, White, Male, <=50K
23, Private, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Male, <=50K
43, Self-emp-not-inc, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, <=50K
48, Self-emp-not-inc, Some-college,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
25, Private, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
