Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
17,175,70,M,2008,Summer,Beijing,Athletics,Thanks,1,1
25,182,78,M,2000,Summer,Roma,Basketball,Thanks,1,1
27,172,65,M,1988,Summer,Sydney,Athletics,Thanks,1,1
19,171,64,M,2012,Summer,Albertville,Athletics,Thanks,1,1
34,172,72,M,1976,Summer,Sydney,Football,Thanks,1,1
22,181,68,F,1972,Summer,Beijing,Athletics,Thanks,1,1
27,169,67,M,1932,Summer,Lillehammer,Wrestling,Thanks,1,2
30,189,89,M,1988,Summer,Seoul,Softball,Gold,1,1
25,167,62,M,1988,Summer,Antwerpen,Sailing,Thanks,1,1
37,190,90,M,1998,Summer,Tokyo,Alpine Skiing,Thanks,1,1
31,180,82,M,1984,Summer,Rio de Janeiro,Softball,Bronze,1,1
28,191,81,M,2016,Winter,Rio de Janeiro,Alpine Skiing,Gold,1,1
32,181,70,F,1980,Winter,Roma,Table Tennis,Thanks,1,1
27,170,64,M,2004,Summer,Antwerpen,Tennis,Thanks,1,1
26,180,72,F,2000,Summer,Sydney,Synchronized Swimming,Bronze,1,1
31,177,72,M,1988,Summer,Stockholm,Ice Hockey,Thanks,1,2
18,179,77,M,1972,Summer,Munich,Athletics,Thanks,1,1
24,161,48,M,2008,Summer,Beijing,Football,Thanks,1,1
21,178,81,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
22,177,74,M,2008,Summer,Atlanta,Volleyball,Thanks,1,1
34,158,53,M,1964,Summer,London,Sailing,Thanks,1,1
31,172,57,F,1920,Summer,Athina,Rowing,Thanks,1,2
21,178,79,M,2008,Summer,Rio de Janeiro,Tennis,Thanks,1,1
17,170,72,M,1980,Summer,Helsinki,Athletics,Thanks,1,1
25,172,70,M,1996,Winter,Atlanta,Ice Hockey,Thanks,1,1
24,166,60,M,1996,Winter,Atlanta,Sailing,Thanks,1,2
22,169,63,M,1980,Summer,Los Angeles,Rugby,Thanks,1,1
26,178,64,F,2008,Summer,Sydney,Weightlifting,Thanks,1,2
26,192,104,M,1984,Summer,Sydney,Rugby,Thanks,1,1
13,165,50,F,2008,Summer,Seoul,Football,Thanks,1,2
31,193,87,M,1988,Summer,Seoul,Athletics,Thanks,1,1
26,179,70,F,1976,Summer,Stockholm,Snowboarding,Thanks,1,2
44,179,77,M,2004,Summer,Antwerpen,Modern Pentathlon,Thanks,1,1
27,186,94,M,2008,Summer,Sydney,Weightlifting,Thanks,1,1
37,177,74,M,2016,Summer,Atlanta,Athletics,Thanks,1,2
19,173,75,M,2008,Summer,Rio de Janeiro,Weightlifting,Thanks,1,1
22,167,60,M,1988,Summer,Athina,Equestrianism,Thanks,1,3
28,174,76,M,2016,Summer,Atlanta,Weightlifting,Thanks,1,1
22,148,43,M,2008,Winter,Seoul,Gymnastics,Thanks,1,4
15,178,63,M,2008,Summer,Beijing,Football,Thanks,1,3
18,174,79,M,1984,Summer,London,Sailing,Thanks,1,1
21,172,68,M,2008,Summer,Athina,Athletics,Thanks,1,1
21,173,61,M,2008,Summer,Los Angeles,Rugby,Thanks,1,2
31,186,75,M,1976,Summer,Seoul,Athletics,Thanks,1,2
27,173,74,M,1988,Summer,Seoul,Cross Country Skiing,Thanks,1,3
17,162,64,F,2014,Winter,Rio de Janeiro,Sailing,Thanks,1,1
26,175,70,M,1988,Summer,Seoul,Athletics,Thanks,1,2
26,176,63,F,1948,Summer,Sarajevo,Alpine Skiing,Thanks,1,1
34,179,72,F,1996,Summer,Atlanta,Wrestling,Thanks,1,1
23,172,77,F,1988,Summer,Seoul,Volleyball,Thanks,1,3
14,168,64,F,2008,Summer,London,Tennis,Thanks,1,1
29,176,55,M,2008,Summer,Beijing,Shooting,Thanks,1,1
13,172,62,F,1988,Summer,Beijing,Weightlifting,Thanks,1,1
24,176,71,M,1972,Summer,Seoul,Cycling,Thanks,1,1
21,179,81,M,2016,Summer,Melbourne,Shooting,Thanks,1,2
25,166,51,F,1996,Summer,Athina,Wrestling,Thanks,1,1
31,182,81,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
23,183,94,M,1996,Summer,Moskva,Athletics,Thanks,1,2
28,175,79,M,1984,Summer,Athina,Football,Thanks,1,1
23,171,57,F,1964,Summer,Beijing,Canoeing,Thanks,1,3
26,187,97,M,1984,Summer,Atlanta,Rowing,Thanks,1,4
25,161,54,F,2000,Summer,Sydney,Cycling,Bronze,1,1
33,201,99,M,1936,Summer,Seoul,Athletics,Thanks,1,2
37,192,101,M,2004,Summer,Roma,Weightlifting,Bronze,1,1
26,162,56,F,1984,Summer,London,Fencing,Thanks,1,2
27,169,69,M,1972,Summer,Athina,Wrestling,Thanks,1,2
29,172,67,M,1972,Summer,Seoul,Cycling,Thanks,1,1
13,154,40,M,1984,Summer,London,Football,Thanks,1,1
21,178,82,M,2000,Summer,London,Football,Thanks,1,1
28,204,107,M,2004,Summer,Salt Lake City,Athletics,Thanks,1,2
15,172,66,F,1912,Summer,Beijing,Swimming,Thanks,1,1
39,200,98,M,1976,Summer,Seoul,Diving,Gold,1,1
24,195,100,M,1984,Winter,Sydney,Swimming,Thanks,1,1
15,166,64,M,1924,Summer,London,Cycling,Thanks,1,1
31,177,83,M,2000,Summer,Athina,Athletics,Thanks,1,1
33,166,67,F,1996,Summer,Atlanta,Shooting,Thanks,1,2
33,177,79,M,1928,Summer,London,Diving,Thanks,1,1
34,193,108,M,2004,Summer,Antwerpen,Wrestling,Thanks,1,1
33,164,55,F,1992,Summer,Athina,Wrestling,Thanks,1,2
23,171,64,M,1996,Summer,Beijing,Ice Hockey,Thanks,1,1
17,175,48,M,2000,Summer,Beijing,Athletics,Thanks,1,1
21,172,68,M,1968,Summer,London,Football,Thanks,1,2
32,181,83,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
23,185,82,M,1920,Summer,Sydney,Hockey,Thanks,1,1
34,179,63,M,2012,Summer,Paris,Athletics,Thanks,1,2
15,192,106,M,1952,Summer,Antwerpen,Swimming,Thanks,1,2
12,178,73,M,1972,Summer,Roma,Fencing,Thanks,1,1
40,179,78,M,2008,Summer,Atlanta,Athletics,Thanks,1,2
35,177,72,M,2008,Summer,Atlanta,Freestyle Skiing,Thanks,1,4
26,167,62,F,2016,Summer,Athina,Wrestling,Thanks,1,1
17,198,97,M,1904,Summer,Sydney,Fencing,Thanks,1,1
24,188,78,M,1994,Summer,Los Angeles,Athletics,Thanks,1,1
20,174,64,M,2008,Summer,Athina,Football,Thanks,1,2
26,187,79,M,1992,Summer,Rio de Janeiro,Shooting,Thanks,1,2
24,170,88,M,1984,Summer,Munich,Swimming,Thanks,1,3
32,179,74,M,1920,Summer,Antwerpen,Synchronized Swimming,Thanks,1,1
32,167,60,M,2004,Summer,London,Athletics,Thanks,1,2
31,173,69,M,2008,Summer,Seoul,Shooting,Thanks,1,1
23,174,52,F,2008,Summer,Beijing,Athletics,Thanks,1,2
24,182,79,M,1994,Summer,Athina,Athletics,Thanks,1,3
28,170,61,M,1972,Summer,Athina,Shooting,Thanks,1,3
18,172,77,F,1984,Summer,Sydney,Football,Thanks,1,1
18,184,87,M,1988,Summer,Munich,Table Tennis,Thanks,1,2
27,179,65,M,1936,Summer,Sydney,Swimming,Thanks,1,1
32,176,78,M,1952,Summer,Paris,Freestyle Skiing,Thanks,1,3
33,185,84,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
29,174,66,M,1988,Summer,Munich,Athletics,Thanks,1,1
28,174,61,M,2000,Summer,Roma,Football,Thanks,1,1
22,172,66,F,1996,Summer,Atlanta,Athletics,Thanks,1,2
24,178,78,M,1976,Summer,Seoul,Alpine Skiing,Thanks,1,1
36,187,96,M,1952,Summer,Atlanta,Shooting,Thanks,1,2
17,183,73,M,2012,Summer,London,Athletics,Silver,1,1
25,176,70,F,2016,Summer,Athina,Athletics,Thanks,1,1
29,179,85,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
22,180,69,M,1992,Summer,Sydney,Alpine Skiing,Thanks,1,1
32,180,74,M,2008,Summer,Athina,Athletics,Thanks,1,3
17,174,57,F,2008,Summer,Beijing,Athletics,Thanks,1,2
28,173,46,M,1924,Summer,Los Angeles,Athletics,Thanks,1,1
22,173,66,F,2000,Summer,Chamonix,Athletics,Thanks,1,2
19,190,85,M,1984,Summer,Los Angeles,Football,Thanks,1,1
32,173,55,M,2008,Summer,Lake Placid,Swimming,Thanks,1,1
17,186,82,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,1
38,169,70,M,2002,Summer,Seoul,Shooting,Bronze,1,1
36,178,72,M,2008,Summer,Beijing,Athletics,Thanks,1,1
12,185,77,M,2016,Summer,Beijing,Water Polo,Thanks,1,1
18,171,65,M,2000,Summer,Sydney,Athletics,Thanks,1,1
29,181,76,M,2012,Summer,Los Angeles,Athletics,Thanks,1,2
22,185,77,F,2008,Summer,Beijing,Athletics,Thanks,1,2
29,166,56,M,1996,Summer,Sydney,Athletics,Thanks,1,2
36,177,87,M,1996,Summer,London,Ice Hockey,Thanks,1,1
27,176,78,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
28,171,72,M,2012,Summer,Berlin,Swimming,Thanks,1,2
30,175,47,F,1980,Summer,Sydney,Athletics,Thanks,1,1
25,167,48,M,2016,Summer,London,Athletics,Thanks,1,1
27,171,74,M,1996,Winter,London,Sailing,Thanks,1,1
39,184,87,F,1988,Winter,Seoul,Alpine Skiing,Thanks,1,2
19,186,79,M,1984,Summer,Beijing,Curling,Thanks,1,1
22,175,65,M,1998,Summer,London,Cycling,Thanks,1,1
21,170,60,M,1996,Summer,Atlanta,Curling,Thanks,1,1
24,185,74,F,2012,Summer,Barcelona,Athletics,Thanks,1,2
21,168,53,M,1988,Summer,London,Athletics,Thanks,1,1
23,179,79,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
24,165,52,M,1976,Summer,Seoul,Athletics,Thanks,1,1
22,171,54,M,2012,Summer,London,Snowboarding,Thanks,1,1
39,180,60,M,2004,Summer,London,Athletics,Thanks,1,2
24,179,68,M,2016,Summer,Seoul,Alpine Skiing,Thanks,1,1
34,179,86,M,1960,Summer,Beijing,Rhythmic Gymnastics,Thanks,1,1
34,168,53,M,2004,Summer,Moskva,Athletics,Thanks,1,1
25,181,81,M,2016,Summer,Atlanta,Gymnastics,Thanks,1,1
17,170,64,M,2000,Summer,Sydney,Football,Thanks,1,1
18,179,92,M,2004,Winter,Athina,Baseball,Thanks,1,2
31,167,44,M,1988,Summer,Seoul,Athletics,Thanks,1,1
28,176,80,M,1996,Summer,Helsinki,Baseball,Thanks,1,1
23,188,84,M,2016,Summer,Antwerpen,Water Polo,Thanks,1,1
33,183,81,M,1984,Winter,London,Shooting,Thanks,1,1
22,170,63,M,1996,Summer,Munich,Athletics,Thanks,1,2
20,188,93,M,2012,Winter,Moskva,Alpine Skiing,Thanks,1,3
21,180,72,M,2016,Summer,London,Fencing,Thanks,1,1
24,168,59,F,2010,Summer,London,Alpine Skiing,Thanks,1,2
22,185,93,M,2008,Summer,Seoul,Wrestling,Thanks,1,2
33,187,89,M,1952,Summer,Beijing,Fencing,Thanks,1,1
24,177,81,M,1960,Summer,Roma,Swimming,Thanks,1,1
20,181,71,M,2006,Summer,Seoul,Ice Hockey,Thanks,1,1
30,179,69,F,2000,Summer,Sydney,Hockey,Silver,1,1
32,183,92,F,2012,Winter,Sankt Moritz,Taekwondo,Thanks,1,2
23,169,64,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
29,181,87,M,2012,Winter,London,Wrestling,Thanks,1,1
30,187,95,M,1932,Winter,St. Louis,Football,Thanks,1,1
26,171,56,M,1994,Summer,Sydney,Fencing,Thanks,1,1
33,180,74,M,1972,Summer,Beijing,Rugby Sevens,Thanks,1,1
33,168,65,M,2004,Winter,Athina,Athletics,Thanks,1,3
28,168,54,M,1984,Winter,Los Angeles,Athletics,Thanks,1,3
31,177,71,M,2000,Summer,Sydney,Sailing,Thanks,1,1
30,184,94,M,1996,Summer,Athina,Curling,Thanks,1,1
26,180,77,M,1996,Winter,Atlanta,Cross Country Skiing,Thanks,1,3
33,178,65,M,1994,Winter,Beijing,Handball,Thanks,1,1
30,177,65,M,1994,Summer,London,Rugby,Thanks,1,1
35,173,66,M,1928,Summer,Moskva,Athletics,Thanks,1,1
30,195,113,M,1984,Winter,Los Angeles,Sailing,Bronze,1,1
20,182,75,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
26,183,77,M,1984,Summer,Los Angeles,Cycling,Thanks,1,1
20,185,79,M,1988,Summer,Sydney,Alpine Skiing,Thanks,1,1
32,171,53,F,2012,Summer,Salt Lake City,Athletics,Thanks,1,2
20,175,72,M,2002,Winter,Atlanta,Badminton,Thanks,1,1
33,173,51,F,1948,Summer,London,Athletics,Thanks,1,1
21,188,85,M,1996,Summer,Atlanta,Wrestling,Thanks,1,1
28,170,80,M,1924,Summer,St. Louis,Weightlifting,Silver,1,1
30,181,91,M,1984,Winter,Chamonix,Biathlon,Thanks,1,1
31,173,68,M,2002,Winter,Salt Lake City,Shooting,Bronze,1,3
27,172,52,M,1984,Winter,Rio de Janeiro,Modern Pentathlon,Thanks,1,1
22,175,63,M,2016,Summer,Atlanta,Athletics,Thanks,1,1
23,166,68,M,1984,Winter,Athina,Athletics,Thanks,1,1
24,175,75,M,1994,Summer,Paris,Alpine Skiing,Thanks,1,3
32,171,67,F,2012,Winter,London,Shooting,Thanks,1,2
24,179,74,M,2016,Summer,Atlanta,Football,Thanks,1,2
23,180,80,M,1960,Summer,Sydney,Wrestling,Thanks,1,1
31,179,82,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
21,195,95,M,1924,Winter,Moskva,Cycling,Thanks,1,1
31,175,75,M,1968,Summer,London,Wrestling,Bronze,1,1
28,176,77,M,1968,Summer,Melbourne,Rowing,Thanks,1,1
27,170,67,M,2004,Summer,Athina,Biathlon,Thanks,1,1
31,176,76,M,1996,Summer,Atlanta,Canoeing,Thanks,1,1
29,173,57,F,2008,Summer,Sankt Moritz,Boxing,Thanks,1,1
17,182,80,M,2016,Summer,Atlanta,Wrestling,Thanks,1,1
27,163,48,F,2012,Summer,London,Athletics,Gold,1,1
20,183,71,M,2004,Winter,Beijing,Handball,Thanks,1,1
18,175,81,M,2016,Summer,Sankt Moritz,Football,Thanks,1,1
31,178,80,M,1964,Summer,Salt Lake City,Luge,Thanks,1,1
21,164,53,F,1984,Summer,Los Angeles,Athletics,Thanks,1,2
35,172,85,M,2008,Summer,Beijing,Speed Skating,Thanks,1,1
30,177,78,M,1996,Summer,Rio de Janeiro,Ice Hockey,Thanks,1,1
29,168,66,M,2012,Summer,London,Athletics,Thanks,1,2
24,176,64,F,2000,Summer,Sydney,Football,Bronze,1,1
21,153,44,F,1906,Summer,Mexico City,Shooting,Thanks,1,2
28,189,94,M,1896,Summer,Athina,Athletics,Thanks,1,3
26,169,66,F,2004,Winter,Munich,Athletics,Thanks,1,2
28,176,79,M,1924,Summer,London,Boxing,Thanks,1,1
28,177,68,M,1924,Summer,London,Athletics,Thanks,1,1
23,172,64,F,2016,Summer,Barcelona,Athletics,Thanks,1,1
31,161,53,M,2000,Summer,Sydney,Athletics,Thanks,1,1
27,171,72,M,1906,Summer,London,Judo,Thanks,1,1
29,180,64,M,1924,Summer,Moskva,Athletics,Thanks,1,1
16,190,78,M,2004,Summer,Munich,Table Tennis,Thanks,1,1
28,171,63,F,1992,Winter,London,Athletics,Thanks,1,1
26,163,49,F,2016,Winter,Rio de Janeiro,Athletics,Thanks,1,1
20,186,78,M,2008,Summer,Beijing,Basketball,Thanks,1,2
18,182,95,M,1992,Summer,London,Rowing,Thanks,1,1
23,184,90,M,1992,Summer,Athina,Gymnastics,Thanks,1,1
25,195,102,M,1956,Summer,Seoul,Athletics,Thanks,1,2
19,170,54,M,2004,Summer,Los Angeles,Football,Thanks,1,1
31,183,98,M,1996,Summer,Oslo,Equestrianism,Thanks,1,1
22,177,77,F,2004,Summer,Munich,Athletics,Thanks,1,1
28,183,86,M,1992,Summer,Helsinki,Athletics,Thanks,1,1
28,190,98,M,2004,Summer,Athina,Wrestling,Thanks,1,1
22,164,52,M,2012,Summer,London,Athletics,Thanks,1,2
22,189,90,M,1996,Summer,Atlanta,Handball,Thanks,1,2
19,175,60,F,2004,Winter,Oslo,Athletics,Thanks,1,2
19,168,66,M,1976,Summer,London,Athletics,Thanks,1,2
35,184,88,M,2016,Summer,Sydney,Equestrianism,Thanks,1,2
29,168,66,F,2000,Summer,Sydney,Athletics,Thanks,1,1
26,181,99,M,1996,Summer,Atlanta,Sailing,Thanks,1,3
21,177,87,M,1976,Summer,Munich,Water Polo,Thanks,1,1
24,181,69,F,2008,Winter,Beijing,Swimming,Thanks,1,3
24,180,79,M,1928,Summer,Sydney,Fencing,Thanks,1,1
18,181,57,F,1984,Summer,Rio de Janeiro,Athletics,Thanks,1,1
20,178,77,M,2004,Summer,Grenoble,Rowing,Thanks,1,2
25,180,77,F,2016,Summer,Atlanta,Handball,Thanks,1,2
30,161,66,M,2000,Summer,Sydney,Shooting,Thanks,1,1
27,182,77,M,1988,Summer,Los Angeles,Athletics,Thanks,1,1
24,193,97,M,1996,Summer,Atlanta,Handball,Thanks,1,3
28,175,77,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
27,178,82,F,1996,Summer,Atlanta,Equestrianism,Thanks,1,2
31,172,64,M,2012,Summer,London,Athletics,Thanks,1,1
20,165,48,M,1988,Summer,Seoul,Athletics,Thanks,1,1
28,156,45,F,1996,Summer,Moskva,Athletics,Thanks,1,1
21,178,83,M,1976,Summer,Athina,Gymnastics,Thanks,1,3
25,164,52,M,2004,Summer,Munich,Athletics,Thanks,1,2
31,175,86,M,2000,Winter,Sydney,Wrestling,Bronze,1,1
21,183,54,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
21,185,86,M,2004,Summer,Roma,Beach Volleyball,Thanks,1,1
27,176,70,M,1924,Summer,London,Shooting,Thanks,1,1
25,177,58,M,1984,Summer,Rio de Janeiro,Swimming,Thanks,1,1
26,171,68,M,1984,Summer,Helsinki,Athletics,Thanks,1,1
27,177,71,M,1964,Summer,Rio de Janeiro,Athletics,Thanks,1,1
24,184,75,M,1972,Summer,Munich,Basketball,Thanks,1,1
18,174,59,F,1984,Summer,Los Angeles,Freestyle Skiing,Thanks,1,2
20,181,79,M,1992,Summer,Atlanta,Gymnastics,Thanks,1,1
32,185,85,M,2008,Summer,Beijing,Softball,Thanks,1,3
26,190,89,M,1948,Summer,Barcelona,Cycling,Thanks,1,1
28,174,68,M,2012,Summer,London,Fencing,Thanks,1,1
25,185,82,M,2004,Summer,Athina,Athletics,Thanks,1,1
26,187,74,M,1968,Summer,London,Athletics,Thanks,1,2
22,172,63,M,1988,Summer,Barcelona,Boxing,Thanks,1,1
26,180,59,F,2008,Summer,London,Athletics,Thanks,1,1
18,173,58,F,2008,Summer,Barcelona,Swimming,Thanks,1,1
25,170,64,M,2004,Summer,Roma,Weightlifting,Thanks,1,1
22,184,73,M,1984,Summer,Los Angeles,Rowing,Thanks,1,3
21,180,69,M,2012,Summer,Barcelona,Cycling,Thanks,1,1
22,166,58,F,1984,Summer,Los Angeles,Swimming,Thanks,1,2
32,175,83,M,2012,Summer,London,Football,Bronze,1,1
22,163,58,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,5
27,170,58,M,1984,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,167,69,M,1996,Summer,Atlanta,Alpine Skiing,Thanks,1,2
33,174,73,M,2000,Summer,Seoul,Swimming,Thanks,1,2
27,174,77,F,1972,Summer,Munich,Bobsleigh,Thanks,1,2
21,172,69,M,2000,Summer,Sydney,Boxing,Thanks,1,1
29,174,67,F,1996,Summer,Rio de Janeiro,Table Tennis,Thanks,1,1
27,181,69,M,2016,Summer,Beijing,Cycling,Thanks,1,1
30,185,94,M,2012,Summer,London,Diving,Thanks,1,1
20,185,79,M,1988,Summer,Barcelona,Alpine Skiing,Thanks,1,2
18,180,68,M,1988,Summer,Barcelona,Boxing,Thanks,1,1
31,192,93,F,2016,Summer,Rio de Janeiro,Sailing,Thanks,1,1
26,181,79,F,1948,Summer,London,Athletics,Thanks,1,5
16,179,57,M,2004,Summer,Barcelona,Boxing,Thanks,1,1
25,180,73,M,1960,Summer,Atlanta,Ice Hockey,Thanks,1,1
18,174,62,F,2008,Summer,Beijing,Swimming,Thanks,1,5
26,170,59,F,2012,Summer,Tokyo,Athletics,Thanks,1,2
18,178,70,F,2004,Summer,Barcelona,Football,Thanks,1,1
16,167,53,F,1948,Summer,Atlanta,Bobsleigh,Thanks,1,5
30,171,84,M,1996,Summer,Atlanta,Shooting,Thanks,1,2
17,190,91,M,1948,Summer,London,Cycling,Thanks,1,1
20,170,50,F,1968,Summer,London,Basketball,Thanks,1,1
33,163,57,M,2012,Summer,London,Swimming,Thanks,1,1
28,173,56,F,2012,Summer,London,Athletics,Thanks,1,1
27,184,86,M,1952,Summer,Atlanta,Shooting,Thanks,1,2
28,186,81,M,1968,Summer,London,Cycling,Thanks,1,1
29,191,92,M,2008,Summer,Los Angeles,Cycling,Thanks,1,2
19,175,66,M,1960,Summer,London,Football,Thanks,1,1
27,180,68,M,1968,Summer,Innsbruck,Athletics,Thanks,1,1
30,167,67,F,2016,Summer,Salt Lake City,Boxing,Thanks,1,1
27,175,66,F,1984,Summer,London,Athletics,Thanks,1,1
26,185,71,M,2008,Summer,Beijing,Cycling,Thanks,1,1
30,167,70,F,2016,Summer,London,Football,Thanks,1,1
27,176,72,F,1996,Summer,Atlanta,Ice Hockey,Thanks,1,1
16,180,73,M,1976,Summer,Atlanta,Rowing,Thanks,1,1
22,187,84,M,1900,Summer,Nagano,Volleyball,Thanks,1,1
28,163,63,F,1980,Summer,Sydney,Fencing,Thanks,1,1
24,177,67,M,1936,Summer,Barcelona,Cycling,Thanks,1,1
26,186,86,M,1988,Summer,Seoul,Athletics,Thanks,1,1
29,175,63,M,1988,Summer,Torino,Short Track Speed Skating,Thanks,1,1
23,156,45,M,1920,Summer,Barcelona,Cycling,Thanks,1,1
30,157,36,F,1912,Summer,London,Swimming,Thanks,1,2
28,188,92,M,2016,Summer,Los Angeles,Diving,Thanks,1,1
37,188,83,M,1948,Summer,Innsbruck,Athletics,Thanks,1,3
28,175,68,M,2000,Summer,Sydney,Fencing,Thanks,1,3
28,169,67,M,2000,Summer,London,Fencing,Thanks,1,1
24,178,59,M,1972,Summer,Beijing,Athletics,Thanks,1,1
29,204,102,M,1948,Summer,London,Cross Country Skiing,Thanks,1,1
23,182,78,M,2004,Summer,London,Athletics,Thanks,1,2
20,170,55,M,1988,Summer,Barcelona,Weightlifting,Thanks,1,1
26,169,52,M,1984,Summer,Tokyo,Athletics,Thanks,1,1
20,169,62,M,1988,Summer,Seoul,Wrestling,Thanks,1,1
22,181,84,F,1996,Summer,Atlanta,Speed Skating,Thanks,1,2
28,183,81,M,1956,Summer,London,Athletics,Thanks,1,2
33,177,78,M,1964,Summer,London,Volleyball,Thanks,1,1
38,178,76,M,2012,Summer,Los Angeles,Equestrianism,Thanks,1,2
32,182,77,M,1912,Summer,Athina,Athletics,Thanks,1,1
30,170,67,M,1976,Summer,London,Shooting,Thanks,1,4
21,177,64,M,2004,Summer,Rio de Janeiro,Cycling,Thanks,1,2
28,174,65,F,2016,Summer,London,Athletics,Thanks,1,1
26,180,80,M,2000,Summer,Sydney,Swimming,Thanks,1,1
33,184,83,M,2016,Summer,Seoul,Shooting,Thanks,1,1
21,177,66,F,1992,Summer,London,Athletics,Thanks,1,1
28,163,64,F,2012,Summer,London,Rowing,Thanks,1,1
29,179,79,F,1936,Summer,Rio de Janeiro,Athletics,Thanks,1,2
27,184,83,M,1972,Summer,Rio de Janeiro,Shooting,Thanks,1,1
23,174,67,M,1994,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
25,188,84,M,1992,Summer,Athina,Basketball,Thanks,1,1
22,176,85,M,1964,Summer,Atlanta,Handball,Thanks,1,1
29,174,62,F,2016,Summer,Sydney,Athletics,Thanks,1,1
25,183,81,M,1964,Summer,Seoul,Luge,Thanks,1,4
20,175,68,M,1920,Summer,Athina,Water Polo,Thanks,1,2
22,175,64,M,2014,Summer,Beijing,Cycling,Thanks,1,1
30,175,67,M,2008,Summer,Los Angeles,Tennis,Thanks,1,2
18,170,47,M,1920,Summer,Seoul,Cycling,Thanks,1,1
13,172,59,M,1980,Summer,Sydney,Swimming,Thanks,1,1
29,172,82,F,2016,Summer,London,Water Polo,Thanks,1,1
37,166,63,M,2016,Summer,London,Hockey,Thanks,1,1
38,174,81,M,2016,Summer,Helsinki,Tennis,Thanks,1,1
44,188,92,M,1972,Summer,Beijing,Volleyball,Thanks,1,1
26,172,68,M,1992,Summer,London,Shooting,Thanks,1,1
36,184,79,M,1924,Summer,London,Volleyball,Thanks,1,1
19,164,61,M,1992,Summer,Munich,Baseball,Thanks,1,1
18,190,74,M,1964,Summer,Athina,Football,Thanks,1,1
33,164,70,M,1984,Summer,Los Angeles,Fencing,Thanks,1,3
25,191,92,M,2000,Summer,Sydney,Rowing,Thanks,1,1
13,176,77,M,1980,Summer,Atlanta,Athletics,Thanks,1,5
28,166,76,F,2016,Summer,London,Sailing,Thanks,1,1
18,178,64,F,1996,Summer,Atlanta,Athletics,Thanks,1,2
25,175,62,M,1980,Summer,Sydney,Hockey,Thanks,1,1
15,179,82,M,1980,Summer,Barcelona,Water Polo,Thanks,1,1
21,180,70,M,1992,Summer,Los Angeles,Athletics,Thanks,1,1
28,177,74,M,1980,Summer,Moskva,Swimming,Thanks,1,1
17,173,67,M,2004,Summer,Seoul,Athletics,Thanks,1,1
31,171,70,F,2000,Summer,Sydney,Fencing,Thanks,1,1
31,171,71,M,1932,Summer,Moskva,Shooting,Thanks,1,1
12,187,83,M,1992,Summer,Barcelona,Handball,Thanks,1,2
41,160,65,M,2016,Summer,Sydney,Shooting,Thanks,1,1
34,169,77,M,1912,Summer,Sydney,Shooting,Thanks,1,1
20,169,59,M,1984,Summer,Sydney,Cycling,Thanks,1,1
27,158,53,F,2000,Summer,Sydney,Wrestling,Thanks,1,6
16,176,68,M,1980,Summer,Atlanta,Rowing,Thanks,1,2
31,181,90,M,2016,Summer,Atlanta,Badminton,Thanks,1,2
30,196,95,M,1992,Summer,London,Volleyball,Thanks,1,2
31,172,70,M,1964,Summer,Sydney,Art Competitions,Thanks,1,1
23,178,64,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,2
15,174,58,F,1976,Summer,Los Angeles,Football,Thanks,1,3
14,175,62,M,1992,Summer,Mexico City,Cycling,Thanks,1,1
34,175,76,M,2000,Summer,Sydney,Sailing,Thanks,1,1
28,169,71,M,1924,Summer,London,Shooting,Thanks,1,1
20,181,72,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
24,160,58,F,1996,Summer,Atlanta,Fencing,Thanks,1,1
41,175,85,M,1900,Summer,Sydney,Shooting,Thanks,1,2
19,172,62,F,1948,Summer,London,Football,Thanks,1,2
27,157,60,F,2016,Summer,Atlanta,Athletics,Thanks,1,2
22,174,69,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
28,175,75,M,1936,Summer,London,Shooting,Thanks,1,1
18,180,65,M,2008,Summer,Beijing,Swimming,Thanks,1,1
32,173,75,F,2016,Summer,Athina,Water Polo,Thanks,1,1
21,168,58,M,2004,Summer,Athina,Basketball,Thanks,1,1
35,186,90,F,1976,Summer,London,Athletics,Thanks,1,2
27,178,72,M,2000,Summer,Athina,Wrestling,Thanks,1,1
27,178,73,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,2
