LR,NSG,NSD,DP,Score
1e-05,0.6,0.1,0.6,0.5847214291589287
1e-05,0.6,0.1,0.8,0.5601339291589287
1e-05,0.6,0.3,0.0,0.5973803577303572
1e-05,0.6,0.3,0.01,0.573857143444643
1e-05,0.6,0.3,0.1,0.6057142863017858
1e-05,0.6,0.3,0.3,0.5635321434446429
1e-05,0.6,0.3,0.6,0.5724410720160715
1e-05,0.6,0.3,0.8,0.5380339291339287
1e-05,0.6,0.6,0.0,0.5588142863017858
1e-05,0.6,0.6,0.01,0.5840142863017858
1e-05,0.6,0.6,0.1,0.5462214291589287
1e-05,0.6,0.6,0.3,0.5497732148732144
1e-05,0.6,0.6,0.6,0.5667125005875002
1e-05,0.6,0.6,0.8,0.5478642863017857
1e-05,0.6,1.0,0.0,0.5477125005875001
1e-05,0.6,1.0,0.01,0.5509607148732143
1e-05,0.6,1.0,0.1,0.5512607148732144
1e-05,0.6,1.0,0.3,0.5458607148607144
1e-05,0.6,1.0,0.6,0.5386785720160714
1e-05,0.6,1.0,0.8,0.5383321434446429
1e-05,1.0,0.01,0.0,0.6184232148732144
1e-05,1.0,0.01,0.01,0.6281732148732144
1e-05,1.0,0.01,0.1,0.5863142863017858
1e-05,1.0,0.01,0.3,0.5783839291589288
1e-05,1.0,0.01,0.6,0.5523321434446429
1e-05,1.0,0.01,0.8,0.541682143444643
1e-05,1.0,0.1,0.0,0.5889750005875002
1e-05,1.0,0.1,0.01,0.5949410720160715
1e-05,1.0,0.1,0.1,0.6241892863017857
1e-05,1.0,0.1,0.3,0.581019643444643
1e-05,1.0,0.1,0.6,0.5643571434321429
1e-05,1.0,0.1,0.8,0.5342107148732144
1e-05,1.0,0.3,0.0,0.5909875005875
1e-05,1.0,0.3,0.01,0.5829892863017858
1e-05,1.0,0.3,0.1,0.5938892863017857
1e-05,1.0,0.3,0.3,0.5888910720160715
1e-05,1.0,0.3,0.6,0.5742500005875
1e-05,1.0,0.3,0.8,0.5424089291589287
1e-05,1.0,0.6,0.0,0.544657143444643
1e-05,1.0,0.6,0.01,0.5492285720160714
1e-05,1.0,0.6,0.1,0.5721821434446429
1e-05,1.0,0.6,0.3,0.5788535720160715
1e-05,1.0,0.6,0.6,0.5563160720160716
1e-05,1.0,0.6,0.8,0.5476785720035715
1e-05,1.0,1.0,0.0,0.5381910720160716
1e-05,1.0,1.0,0.01,0.5419107148732144
1e-05,1.0,1.0,0.1,0.5423696434446429
1e-05,1.0,1.0,0.3,0.5598946434446429
1e-05,1.0,1.0,0.6,0.5438017863017859
1e-05,1.0,1.0,0.8,0.5525500005875001
1e-06,0.01,0.01,0.0,0.2902857147232143
1e-06,0.01,0.01,0.01,0.3705464290464287
1e-06,0.01,0.01,0.1,0.3470375004875001
1e-06,0.01,0.01,0.3,0.3298982147607144
1e-06,0.01,0.01,0.6,0.31858214328214296
1e-06,0.01,0.01,0.8,0.37310357191607146
1e-06,0.01,0.1,0.0,0.18785892902142864
1e-06,0.01,0.1,0.01,0.3226410719285716
1e-06,0.01,0.1,0.1,0.2918214290839287
1e-06,0.01,0.1,0.3,0.3221875005250001
1e-06,0.01,0.1,0.6,0.21459464336964296
1e-06,0.01,0.1,0.8,0.23157321474821435
1e-06,0.01,0.3,0.0,0.37127321473571434
1e-06,0.01,0.3,0.01,0.3246642861517859
1e-06,0.01,0.3,0.1,0.44572142909642876
1e-06,0.01,0.3,0.3,0.22071964338214295
1e-06,0.01,0.3,0.6,0.24762678621428588
1e-06,0.01,0.3,0.8,0.2398142860642858
1e-06,0.01,0.6,0.0,0.4374250005500001
1e-06,0.01,0.6,0.01,0.38899285768035724
1e-06,0.01,0.6,0.1,0.3700232148232144
1e-06,0.01,0.6,0.3,0.39961428625178586
1e-06,0.01,0.6,0.6,0.24144285769285717
1e-06,0.01,0.6,0.8,0.36162142909642864
1e-06,0.01,1.0,0.0,0.2998232148357144
1e-06,0.01,1.0,0.01,0.347582143419643
1e-06,0.01,1.0,0.1,0.372207143394643
1e-06,0.01,1.0,0.3,0.4884875005625001
1e-06,0.01,1.0,0.6,0.32939642909642863
1e-06,0.01,1.0,0.8,0.35081607190357145
1e-06,0.1,0.01,0.0,0.27064642908392866
1e-06,0.1,0.01,0.01,0.311619643357143
1e-06,0.1,0.01,0.1,0.34957142908392863
1e-06,0.1,0.01,0.3,0.307119643344643
1e-06,0.1,0.01,0.6,0.17769285759285725
1e-06,0.1,0.01,0.8,0.33330892904642867
1e-06,0.1,0.1,0.0,0.24819464336964292
1e-06,0.1,0.1,0.01,0.32818571487321435
1e-06,0.1,0.1,0.1,0.2652839291089286
1e-06,0.1,0.1,0.3,0.3176839290589286
1e-06,0.1,0.1,0.6,0.3556160720035715
1e-06,0.1,0.1,0.8,0.19455892909642866
1e-06,0.1,0.3,0.0,0.2646660719785715
1e-06,0.1,0.3,0.01,0.360782143407143
1e-06,0.1,0.3,0.1,0.40761071486071443
1e-06,0.1,0.3,0.3,0.34020535768035726
1e-06,0.1,0.3,0.6,0.4377625005750001
1e-06,0.1,0.3,0.8,0.35343035765535724
1e-06,0.1,0.6,0.0,0.48107678620178573
1e-06,0.1,0.6,0.01,0.4135910719785715
1e-06,0.1,0.6,0.1,0.31368928628928583
1e-06,0.1,0.6,0.3,0.2848160719785716
1e-06,0.1,0.6,0.6,0.3187785719910716
1e-06,0.1,0.6,0.8,0.2573892862642858
1e-06,0.1,1.0,0.0,0.449807143419643
1e-06,0.1,1.0,0.01,0.45546785769285725
1e-06,0.1,1.0,0.1,0.34769464339464295
1e-06,0.1,1.0,0.3,0.33755892909642865
1e-06,0.1,1.0,0.6,0.3181410719910715
1e-06,0.1,1.0,0.8,0.27265000056250005
1e-06,0.3,0.01,0.0,0.2582500005375001
1e-06,0.3,0.01,0.01,0.36873571486071444
1e-06,0.3,0.01,0.1,0.3239107148482144
1e-06,0.3,0.01,0.3,0.453907143432143
1e-06,0.3,0.01,0.6,0.3664089291339287
1e-06,0.3,0.01,0.8,0.3485017862767858
1e-06,0.3,0.1,0.0,0.30393750058750013
1e-06,0.3,0.1,0.01,0.4089053577303573
1e-06,0.3,0.1,0.1,0.31292857200357155
1e-06,0.3,0.1,0.3,0.3541553577053572
1e-06,0.3,0.1,0.6,0.3860089291464287
1e-06,0.3,0.1,0.8,0.3389250005875001
1e-06,0.3,0.3,0.0,0.3261589291339287
1e-06,0.3,0.3,0.01,0.35720892912142865
1e-06,0.3,0.3,0.1,0.4093428577178573
1e-06,0.3,0.3,0.3,0.2841982148732144
1e-06,0.3,0.3,0.6,0.35656428630178577
1e-06,0.3,0.3,0.8,0.36607678630178575
1e-06,0.3,0.6,0.0,0.4184589291589287
1e-06,0.3,0.6,0.01,0.4155732148732144
1e-06,0.3,0.6,0.1,0.3030053577303573
1e-06,0.3,0.6,0.3,0.3176232148482144
1e-06,0.3,0.6,0.6,0.40208928627678586
1e-06,0.3,0.6,0.8,0.44903035771785726
1e-06,0.3,1.0,0.0,0.28621964343214296
1e-06,0.3,1.0,0.01,0.36880892915892866
1e-06,0.3,1.0,0.1,0.3731910720160715
1e-06,0.3,1.0,0.3,0.298332143444643
1e-06,0.3,1.0,0.6,0.34245535773035723
1e-06,0.3,1.0,0.8,0.3459125005875001
1e-06,0.6,0.01,0.0,0.3262892863017858
1e-06,0.6,0.01,0.01,0.3219339291589287
1e-06,0.6,0.01,0.1,0.2980053577303573
1e-06,0.6,0.01,0.3,0.3143000005875001
1e-06,0.6,0.01,0.6,0.3379142863017858
1e-06,0.6,0.01,0.8,0.3666875005875001
1e-06,0.6,0.1,0.0,0.33753928630178576
1e-06,0.6,0.1,0.01,0.3895964291589286
1e-06,0.6,0.1,0.1,0.30101250058750006
1e-06,0.6,0.1,0.3,0.36958035773035725
1e-06,0.6,0.1,0.6,0.33398214344464294
1e-06,0.6,0.1,0.8,0.31787678630178584
1e-06,0.6,0.3,0.0,0.34913214344464294
1e-06,0.6,0.3,0.01,0.4078285720160715
1e-06,0.6,0.3,0.1,0.3463750005875001
1e-06,0.6,0.3,0.3,0.4002732148732144
1e-06,0.6,0.3,0.6,0.30771607201607154
1e-06,0.6,0.3,0.8,0.33385000058750014
1e-06,0.6,0.6,0.0,0.3386839291589287
1e-06,0.6,0.6,0.01,0.3874107148732143
1e-06,0.6,0.6,0.1,0.3090500005875001
1e-06,0.6,0.6,0.3,0.33391607201607154
1e-06,0.6,0.6,0.6,0.3578839291589287
1e-06,0.6,0.6,0.8,0.3657250005875001
1e-06,0.6,1.0,0.0,0.37889642915892874
1e-06,0.6,1.0,0.01,0.3858392863017858
1e-06,0.6,1.0,0.1,0.3304928577178572
1e-06,0.6,1.0,0.3,0.30148928630178573
1e-06,0.6,1.0,0.6,0.2958142863017858
1e-06,0.6,1.0,0.8,0.3252107148732144
1e-06,1.0,0.01,0.0,0.34665178630178584
1e-06,1.0,0.01,0.01,0.3290285720160715
1e-06,1.0,0.01,0.1,0.333819643444643
1e-06,1.0,0.01,0.3,0.31293214344464293
1e-06,1.0,0.01,0.6,0.3379803577303572
1e-06,1.0,0.01,0.8,0.32965535773035726
1e-06,1.0,0.1,0.0,0.35192678630178575
1e-06,1.0,0.1,0.01,0.3762446434446429
1e-06,1.0,0.1,0.1,0.3222750005875
1e-06,1.0,0.1,0.3,0.31982142915892864
1e-06,1.0,0.1,0.6,0.32091964344464297
1e-06,1.0,0.1,0.8,0.3302625005875002
1e-06,1.0,0.3,0.0,0.3310892863017858
1e-06,1.0,0.3,0.01,0.32861964344464295
1e-06,1.0,0.3,0.1,0.3362928577303572
1e-06,1.0,0.3,0.3,0.3245803577303572
1e-06,1.0,0.3,0.6,0.32143571487321443
1e-06,1.0,0.3,0.8,0.30104642915892865
1e-06,1.0,0.6,0.0,0.34072857201607154
1e-06,1.0,0.6,0.01,0.3318000005875001
1e-06,1.0,0.6,0.1,0.33522142915892866
1e-06,1.0,0.6,0.3,0.33959464344464296
1e-06,1.0,0.6,0.6,0.3022428577303572
1e-06,1.0,0.6,0.8,0.3102392863017859
1e-06,1.0,1.0,0.0,0.3522607148732144
1e-06,1.0,1.0,0.01,0.3588803577303572
1e-06,1.0,1.0,0.1,0.31763750058750007
1e-06,1.0,1.0,0.3,0.34099821487321436
1e-06,1.0,1.0,0.6,0.3337750005875001
1e-06,1.0,1.0,0.8,0.3175910720160715
1e-07,0.01,0.01,0.0,0.24425892914642872
1e-07,0.01,0.01,0.01,0.30399464343214294
1e-07,0.01,0.01,0.1,0.23503214344464293
1e-07,0.01,0.01,0.3,0.21770000055000005
1e-07,0.01,0.01,0.6,0.29713392913392866
1e-07,0.01,0.01,0.8,0.27343392915892867
1e-07,0.01,0.1,0.0,0.23809107200357155
1e-07,0.01,0.1,0.01,0.23320714341964294
1e-07,0.01,0.1,0.1,0.299044643407143
1e-07,0.01,0.1,0.3,0.22347500057500014
1e-07,0.01,0.1,0.6,0.26474821486071437
1e-07,0.01,0.1,0.8,0.2561178577053572
1e-07,0.01,0.3,0.0,0.26015714338214296
1e-07,0.01,0.3,0.01,0.37556250055000007
1e-07,0.01,0.3,0.1,0.3145089291464287
1e-07,0.01,0.3,0.3,0.2853517862892858
1e-07,0.01,0.3,0.6,0.23321071486071437
1e-07,0.01,0.3,0.8,0.2596982148482144
1e-07,0.01,0.6,0.0,0.2814178577053573
1e-07,0.01,0.6,0.01,0.21685357200357155
1e-07,0.01,0.6,0.1,0.21577678627678581
1e-07,0.01,0.6,0.3,0.25156250057500007
1e-07,0.01,0.6,0.6,0.28677857200357154
1e-07,0.01,0.6,0.8,0.2645017862642858
1e-07,0.01,1.0,0.0,0.26627142912142865
1e-07,0.01,1.0,0.01,0.26077321487321437
1e-07,0.01,1.0,0.1,0.31368928630178583
1e-07,0.01,1.0,0.3,0.23088035770535725
1e-07,0.01,1.0,0.6,0.2764375005875001
1e-07,0.01,1.0,0.8,0.3211428577178572
1e-07,0.1,0.01,0.0,0.29005178627678585
1e-07,0.1,0.01,0.01,0.3299678577303573
1e-07,0.1,0.01,0.1,0.21537857201607152
1e-07,0.1,0.01,0.3,0.32251785771785724
1e-07,0.1,0.01,0.6,0.25247500058750005
1e-07,0.1,0.01,0.8,0.21755178630178573
1e-07,0.1,0.1,0.0,0.2889107148482144
1e-07,0.1,0.1,0.01,0.2630839291589287
1e-07,0.1,0.1,0.1,0.31389285773035724
1e-07,0.1,0.1,0.3,0.24259285773035724
1e-07,0.1,0.1,0.6,0.23183392915892864
1e-07,0.1,0.1,0.8,0.2509160720035716
1e-07,0.1,0.3,0.0,0.3275857148732144
1e-07,0.1,0.3,0.01,0.31839464344464297
1e-07,0.1,0.3,0.1,0.2768107148607144
1e-07,0.1,0.3,0.3,0.28399821484821436
1e-07,0.1,0.3,0.6,0.23789285773035718
1e-07,0.1,0.3,0.8,0.35452857201607146
1e-07,0.1,0.6,0.0,0.28914107200357153
1e-07,0.1,0.6,0.01,0.27390714344464295
1e-07,0.1,0.6,0.1,0.30628571486071443
1e-07,0.1,0.6,0.3,0.2938107148607144
1e-07,0.1,0.6,0.6,0.25598928630178586
1e-07,0.1,0.6,0.8,0.2652678577303572
1e-07,0.1,1.0,0.0,0.19385357200357156
1e-07,0.1,1.0,0.01,0.17522500056250007
1e-07,0.1,1.0,0.1,0.26909464344464296
1e-07,0.1,1.0,0.3,0.2700750005875001
1e-07,0.1,1.0,0.6,0.2875357148732144
1e-07,0.1,1.0,0.8,0.27574642915892866
1e-07,0.3,0.01,0.0,0.2486303577303572
1e-07,0.3,0.01,0.01,0.3535553577303572
1e-07,0.3,0.01,0.1,0.2479125005875001
1e-07,0.3,0.01,0.3,0.25509107201607156
1e-07,0.3,0.01,0.6,0.3384785720160715
1e-07,0.3,0.01,0.8,0.3698767862892859
1e-07,0.3,0.1,0.0,0.25163035773035725
1e-07,0.3,0.1,0.01,0.2888482148482144
1e-07,0.3,0.1,0.1,0.3390839291589287
1e-07,0.3,0.1,0.3,0.31249821487321433
1e-07,0.3,0.1,0.6,0.32948392915892866
1e-07,0.3,0.1,0.8,0.27057500058750017
1e-07,0.3,0.3,0.0,0.3189142862892858
1e-07,0.3,0.3,0.01,0.2780910720160716
1e-07,0.3,0.3,0.1,0.3157803577303573
1e-07,0.3,0.3,0.3,0.2700625005875001
1e-07,0.3,0.3,0.6,0.26261071487321436
1e-07,0.3,0.3,0.8,0.26223928630178583
1e-07,0.3,0.6,0.0,0.2608000005875001
1e-07,0.3,0.6,0.01,0.31988750058750004
1e-07,0.3,0.6,0.1,0.2577267863017858
1e-07,0.3,0.6,0.3,0.2764910720160715
1e-07,0.3,0.6,0.6,0.2949767863017858
1e-07,0.3,0.6,0.8,0.30376428630178587
1e-07,0.3,1.0,0.0,0.24496607201607148
1e-07,0.3,1.0,0.01,0.2645589291589287
1e-07,0.3,1.0,0.1,0.2616285720160715
1e-07,0.3,1.0,0.3,0.28497321487321436
1e-07,0.3,1.0,0.6,0.2868357148732144
1e-07,0.3,1.0,0.8,0.29605178630178575
1e-07,0.6,0.01,0.0,0.3073410720160715
1e-07,0.6,0.01,0.01,0.3242928577303572
1e-07,0.6,0.01,0.1,0.30565000058750014
1e-07,0.6,0.01,0.3,0.30975892915892866
1e-07,0.6,0.01,0.6,0.3156589291589286
1e-07,0.6,0.01,0.8,0.30918214344464295
1e-07,0.6,0.1,0.0,0.2632267863017858
1e-07,0.6,0.1,0.01,0.2977303577303573
1e-07,0.6,0.1,0.1,0.2885178577303572
1e-07,0.6,0.1,0.3,0.29520000058750007
1e-07,0.6,0.1,0.6,0.279019643444643
1e-07,0.6,0.1,0.8,0.3147000005875001
1e-07,0.6,0.3,0.0,0.29238035773035725
1e-07,0.6,0.3,0.01,0.3170928577303572
1e-07,0.6,0.3,0.1,0.3423160720160715
1e-07,0.6,0.3,0.3,0.31926785773035726
1e-07,0.6,0.3,0.6,0.288232143444643
1e-07,0.6,0.3,0.8,0.31518214344464296
1e-07,0.6,0.6,0.0,0.32846071487321443
1e-07,0.6,0.6,0.01,0.31842857201607144
1e-07,0.6,0.6,0.1,0.32730535773035724
1e-07,0.6,0.6,0.3,0.32229642915892864
1e-07,0.6,0.6,0.6,0.3030767863017858
1e-07,0.6,0.6,0.8,0.3548589291589287
1e-07,0.6,1.0,0.0,0.3283071434446429
1e-07,0.6,1.0,0.01,0.3153107148732144
1e-07,0.6,1.0,0.1,0.34021071487321436
1e-07,0.6,1.0,0.3,0.3383589291589287
1e-07,0.6,1.0,0.6,0.28100714344464295
1e-07,0.6,1.0,0.8,0.3014375005875001
1e-07,1.0,0.01,0.0,0.30220714344464294
1e-07,1.0,0.01,0.01,0.2969107148732144
1e-07,1.0,0.01,0.1,0.31075714344464295
1e-07,1.0,0.01,0.3,0.32513571487321435
1e-07,1.0,0.01,0.6,0.30525714344464294
1e-07,1.0,0.01,0.8,0.2881017863017858
1e-07,1.0,0.1,0.0,0.3220482148732144
1e-07,1.0,0.1,0.01,0.3151392863017858
1e-07,1.0,0.1,0.1,0.31816607201607155
1e-07,1.0,0.1,0.3,0.32663392915892864
1e-07,1.0,0.1,0.6,0.3010375005875001
1e-07,1.0,0.1,0.8,0.33082321487321437
1e-07,1.0,0.3,0.0,0.3362839291589287
1e-07,1.0,0.3,0.01,0.30225714344464294
1e-07,1.0,0.3,0.1,0.3199517863017858
1e-07,1.0,0.3,0.3,0.30872142915892864
1e-07,1.0,0.3,0.6,0.3019892863017858
1e-07,1.0,0.3,0.8,0.2983535720160715
1e-07,1.0,0.6,0.0,0.32368928630178584
1e-07,1.0,0.6,0.01,0.32098392915892865
1e-07,1.0,0.6,0.1,0.307282143444643
1e-07,1.0,0.6,0.3,0.3122107148732144
1e-07,1.0,0.6,0.6,0.31642321487321434
1e-07,1.0,0.6,0.8,0.3242875005875001
1e-07,1.0,1.0,0.0,0.3281500005875001
1e-07,1.0,1.0,0.01,0.3176017863017858
1e-07,1.0,1.0,0.1,0.3054767863017858
1e-07,1.0,1.0,0.3,0.28226071487321436
1e-07,1.0,1.0,0.6,0.3134142863017858
1e-07,1.0,1.0,0.8,0.3011142863017858
